Player,Jersey,Team,Division,Tier,GP,G,A,PTS,PIM,PPG
Michael Faraj,1,Lakewood Ranch Manatees,Florida 2,Tier 2,0,0,0,0,0,0
Bill Stubblebine,92,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Jean-Philippe Dupuis,11,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Brandon  Laitnen,20,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Mark Senna,26,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Alfie Pino,21,Lakewood Ranch Manatees,Florida 2,Tier 2,0,0,0,0,0,0
Devin Chiero,5,Las Vegas Shiners,California 3,Tier 3,0,0,0,0,1.5,0
Ryan Sutliffe,91,Las Vegas Shiners,California 3,Tier 3,0,0,0,0,0,0
William Scigliano,9,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,0,0
Nick Abdullah,10,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,1.5,0
Brandon Davis,44,Las Vegas Shiners,California 3,Tier 3,3,0,0,0,0,0
Mark Surra,85,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,1.5,0
Keith Waldrop,3,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,0,0
Eric Kroeker,90,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,0,0
Nic Paulhus,45,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,0,0
Jerrod Stengel,93,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,0,0
Rick Martinez,20,Las Vegas Shiners,California 3,Tier 3,0,0,0,0,0,0
Derek Sutliffe,12,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,1.5,0
Dane Weir,23,Las Vegas Shiners,California 3,Tier 3,3,0,0,0,0,0
Jered Garasich,44,Las Vegas Shiners,California 3,Tier 3,1,0,0,0,0,0
Patrick Blennerhassett,13,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,3,0
Dhaliwal Gurinder,19,Las Vegas Shiners,California 3,Tier 3,0,0,0,0,0,0
Drew Lawson,11,Las Vegas Shiners,California 3,Tier 3,1,0,0,0,0,0
Gage Dunakoskie,32,Las Vegas Shiners,California 3,Tier 3,0,0,0,0,0,0
John Littleton,30,Las Vegas Shiners,California 3,Tier 3,0,0,0,0,0,0
Andy Small,28,Las Vegas Shiners,California 3,Tier 3,2,0,0,0,0,0
Eric Dinkelmann,0,Las Vegas Shiners,California 3,Tier 3,0,0,0,0,0,0
Doug Croteau,14,Leominster Stars,Massachusetts,Tier 1,3,0,0,0,0,0
Charles Plaisir,71,Leominster Stars,Massachusetts,Tier 1,3,0,0,0,0,0
Josh McKenna,19,Leominster Stars,Massachusetts,Tier 1,4,0,0,0,1.5,0
JR Rousso,12,Leominster Stars,Massachusetts,Tier 1,5,0,0,0,0,0
PJ Dupre,11,Leominster Stars,Massachusetts,Tier 1,5,0,0,0,0,0
Andrew Carter,1,Leominster Stars,Massachusetts,Tier 1,0,0,0,0,0,0
Eric Newton,66,Leominster Stars,Massachusetts,Tier 1,6,0,0,0,0,0
Ryan Consalvo,8,Leominster Stars,Massachusetts,Tier 1,5,0,0,0,1.5,0
Matt Levesque,2,Leominster Stars,Massachusetts,Tier 1,3,0,0,0,0,0
Robert Housser,90,Leominster Stars,Massachusetts,Tier 1,4,0,0,0,0,0
Chandler Leger,7,Leominster Stars,Massachusetts,Tier 1,4,0,0,0,0,0
Michael Lieberman,44,Long Island Ball Hockey Team,North Jersey 2,Tier 2,5,0,0,0,0,0
Sean Reilly,30,Long Island Ball Hockey Team,North Jersey 2,Tier 2,4,0,0,0,0,0
Mike Tardino,93,Long Island Ball Hockey Team,North Jersey 2,Tier 2,3,0,0,0,0,0
Connor McCelroy,68,Long Island Ball Hockey Team,North Jersey 2,Tier 2,2,0,0,0,0,0
Mark Goodey,91,Long Island Ball Hockey Team,North Jersey 2,Tier 2,5,0,0,0,0,0
Jason Muro,18,Long Island Ball Hockey Team,North Jersey 2,Tier 2,3,0,0,0,0,0
Dan Cleary,15,Long Island Ball Hockey Team,North Jersey 2,Tier 2,4,0,0,0,0,0
Mike Walker,31,Long Island Ball Hockey Team,North Jersey 2,Tier 2,5,0,0,0,0,0
Chris  Forman,10,Long Island Sound,North Jersey 2,Tier 2,6,0,0,0,0,0
Jake Brzezinski,7,Long Island Sound,North Jersey 2,Tier 2,5,0,0,0,0,0
Anthony Ullrich,5,Long Island Sound,North Jersey 2,Tier 2,6,0,0,0,0,0
Justin Fassberger,11,Long Island Sound,North Jersey 2,Tier 2,6,0,0,0,0,0
Brayden Schnepf,91,Long Island Sound,North Jersey 2,Tier 2,6,0,0,0,0,0
Paul Lupo,43,Long Island Sound,North Jersey 2,Tier 2,6,0,0,0,0,0
Jack Forrest,6,Long Island Sound,North Jersey 2,Tier 2,6,0,0,0,0,0
Jonathan Camastro,13,Long Island Sound,North Jersey 2,Tier 2,6,0,0,0,0,0
Jimmy Spina,35,Long Island Sound,North Jersey 2,Tier 2,6,0,0,0,0,0
Dan Kwasny,,Long Island Sound,North Jersey 2,Tier 2,2,0,0,0,0,0
Jordan Smith,11,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Max Orlov,,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Zdenko Viazanko,81,Los Angeles Royals,California 2,Tier 2,1,0,0,0,0,0
Pavel Skalnik,72,Los Angeles Royals,California 2,Tier 2,2,0,0,0,0,0
Jonathan LaBranche,24,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Sean Thompson,31,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Jason Trotzuk,55,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Apriano Meola,3,Los Angeles Royals,California 2,Tier 2,2,0,0,0,0,0
Mark Trotzuk,12,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Marek Skosnik,23,Los Angeles Royals,California 2,Tier 2,2,0,0,0,1.5,0
Erik Zak,88,Los Angeles Royals,California 2,Tier 2,2,0,0,0,0,0
Ruy Cabrita,55,Los Angeles Royals,California 2,Tier 2,2,0,0,0,0,0
Brian Howes,44,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Mike O'Regan,91,Los Angeles Royals,California 2,Tier 2,2,0,0,0,0,0
Daniel Shaburov,,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Mostafa Azab,,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Giuesspe Meola,20,Los Angeles Royals,California 2,Tier 2,2,0,0,0,0,0
Rob Scattergood,17,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Jonny Dahia,61,Los Angeles Royals,California 2,Tier 2,2,0,0,0,0,0
Sumi Dave,0,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Kyle Synder,77,Los Angeles Royals,California 2,Tier 2,2,0,0,0,0,0
Chuck Comeau,14,Los Angeles Royals,California 2,Tier 2,0,0,0,0,0,0
Danny Macnamerra - N/A,88,Malden Maulers,Massachusetts 2,Tier 2,1,0,0,0,0,0
Jonah Medina,87,Malden Maulers,Massachusetts 2,Tier 2,3,0,0,0,0,0
Steve Barry,1,Malden Maulers,Massachusetts 2,Tier 2,2,0,0,0,0,0
Dom Thebeau,15,Malden Maulers,Massachusetts 2,Tier 2,3,0,0,0,0,0
Jake Lataille,2,Malden Maulers,Massachusetts 2,Tier 2,1,0,0,0,0,0
Jamison Brideau,67,Malden Maulers,Massachusetts 2,Tier 2,2,0,0,0,0,0
Alec Macnamerra,91,Malden Maulers,Massachusetts 2,Tier 2,3,0,0,0,0,0
Jordan Mauro,23,Malden Maulers,Massachusetts 2,Tier 2,3,0,0,0,0,0
David Sloan,13,Malden Maulers,Massachusetts 2,Tier 2,1,0,0,0,0,0
Alex  Similia,6,Malden Maulers,Massachusetts 2,Tier 2,0,0,0,0,0,0
Andrew Mannello,9,Maple Shade Chiefs,South Jersey 2,Tier 2,8,0,0,0,0,0
(Sponsor) Murray,32,Maple Shade Chiefs,South Jersey 2,Tier 2,5,0,0,0,0,0
Nick Karcher,93,Maple Shade Chiefs,South Jersey 2,Tier 2,9,0,0,0,0,0
Scott Powell,0,Maple Shade Chiefs,South Jersey 2,Tier 2,9,0,0,0,1.5,0
Dan Cohen,35,Maple Shade Chiefs,South Jersey 2,Tier 2,0,0,0,0,0,0
Steven Cader,8,Maple Shade Chiefs,South Jersey 2,Tier 2,8,0,0,0,0,0
John Barton,72,Maple Shade Leafs,Philadelphia 3,Tier 3,0,0,0,0,0,0
Sean Martin,88,Maple Shade Leafs,Philadelphia 3,Tier 3,1,0,0,0,0,0
Lacontora  Vincent,26,Maple Shade Leafs,Philadelphia 3,Tier 3,1,0,0,0,0,0
Michael Leight,2,Maple Shade Leafs,Philadelphia 3,Tier 3,0,0,0,0,0,0
Vincent Lancantora,77,Maple Shade Leafs,Philadelphia 3,Tier 3,2,0,0,0,0,0
Shawn Fisher,58,Maple Shade Leafs,Philadelphia 3,Tier 3,2,0,0,0,0,0
John Cader,8,Maple Shade Leafs,Philadelphia 3,Tier 3,1,0,0,0,0,0
Michael Bauer,9,Maple Shade Leafs,Philadelphia 3,Tier 3,2,0,0,0,8,0
Shawn Rockey,14,Maple Shade Leafs,Philadelphia 3,Tier 3,1,0,0,0,3,0
Evan Butterfoss,11,Maple Shade Leafs,Philadelphia 3,Tier 3,2,0,0,0,1.5,0
Doug Perks,22,Maple Shade Leafs,Philadelphia 3,Tier 3,2,0,0,0,1.5,0
Justin Bocchicchio,71,Maple Shade Leafs,Philadelphia 3,Tier 3,2,0,0,0,0,0
Gabe Ligameri,55,Maple Shade Leafs,Philadelphia 3,Tier 3,2,0,0,0,0,0
Jake Powell,25,Marlton Dawgz,New Jersey,Tier 1,5,0,0,0,1.5,0
Matt Stickney,6,Marlton Dawgz,New Jersey,Tier 1,6,0,0,0,3,0
Shane Kelley,3,Marlton Dawgz,New Jersey,Tier 1,6,0,0,0,0,0
Luke Villano,88,Marlton Dawgz,New Jersey,Tier 1,5,0,0,0,0,0
Andrew Mucerino,22,Marlton Dawgz,New Jersey,Tier 1,5,0,0,0,0,0
Ant Gambone,0,Marlton Dawgz,New Jersey,Tier 1,4,0,0,0,0,0
Tim Papagno,30,Marlton Dawgz,New Jersey,Tier 1,0,0,0,0,0,0
Aiden Jones,2,Marlton Dawgz,New Jersey,Tier 1,6,0,0,0,0,0
Bryce Long,10,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Alex DiFazio,4,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Carson Kase,3,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Nicholas Cataldo,8,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Riley Miller,28,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Connor Eberly,19,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Louie Rossano,7,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Nate Smith,5,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Tyler Roberts,16,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Jared Belson,96,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Bobby Jones Jr.,88,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Brian Stickney,21,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Stephen Basile,91,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Nick Hackman,1,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Connor Copestick,43,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Matt Wiesenecker,2,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Aidan Ellis,11,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Mike Wallach,6,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Owen Kase,87,Marlton Houndz,South Jersey 2,Tier 2,0,0,0,0,0,0
Danny Mach,55,Maryland Sparks,Washington DC,Tier 2,5,0,0,0,0,0
Brad Pryor,14,Maryland Sparks,Washington DC,Tier 2,0,0,0,0,0,0
Michael Bender,24,Maryland Sparks,Washington DC,Tier 2,2,0,0,0,0,0
Chris Thorp,1,Maryland Sparks,Washington DC,Tier 2,0,0,0,0,0,0
Jay Sabino,27,Maryland Sparks,Washington DC,Tier 2,0,0,0,0,0,0
Kelli Jo Broadhurst,13,Maryland Sparks,Washington DC,Tier 2,1,0,0,0,0,0
Jake Guerra,77,MassBay Thunderducks,Massachusetts 2,Tier 2,3,0,0,0,0,0
Tristan Schluter,19,MassBay Thunderducks,Massachusetts 2,Tier 2,3,0,0,0,0,0
Jason Vezina,5,MassBay Thunderducks,Massachusetts 2,Tier 2,1,0,0,0,0,0
Joe Huntress,24,MassBay Thunderducks,Massachusetts 2,Tier 2,3,0,0,0,0,0
James Brideau,46,MassBay Thunderducks,Massachusetts 2,Tier 2,3,0,0,0,0,0
Mark Quinn,1,MassBay Thunderducks,Massachusetts 2,Tier 2,2,0,0,0,0,0
Brian Leblanc,31,MassBay Thunderducks,Massachusetts 2,Tier 2,1,0,0,0,0,0
Bobby Mondou,59,MassBay Thunderducks,Massachusetts 2,Tier 2,3,0,0,0,0,0
Dylan Duarte,8,Mass Minutemen,New England 2,Tier 2,3,0,0,0,0,0
Mike Durden,40,Mass Minutemen,New England 2,Tier 2,2,0,0,0,0,0
Jack Woods,17,Mass Minutemen,New England 2,Tier 2,4,0,0,0,0,0
Garrett Wunschel,10,Mass Minutemen,New England 2,Tier 2,3,0,0,0,0,0
Dom Massaro,39,Mass Minutemen,New England 2,Tier 2,0,0,0,0,0,0
Adam Carvalho,73,Mass Minutemen,New England 2,Tier 2,2,0,0,0,0,0
Ian Amaral,53,Mass Minutemen,New England 2,Tier 2,3,0,0,0,0,0
Danny Hendrigan,20,Mass Minutemen,New England 2,Tier 2,4,0,0,0,0,0
Carlos Bonanca,72,Mass Vengeance,Massachusetts 2,Tier 2,3,0,0,0,0,0
Mike Cleary,97,Mass Vengeance,Massachusetts 2,Tier 2,6,0,0,0,0,0
Patrick Spencer,80,Mass Vengeance,Massachusetts 2,Tier 2,6,0,0,0,0,0
Alex Wilson,2,Mass Vengeance,Massachusetts 2,Tier 2,3,0,0,0,0,0
Dave Parquette,18,Mass Vengeance,Massachusetts 2,Tier 2,7,0,0,0,1.5,0
Eric Paris,42,Mass Vengeance,Massachusetts 2,Tier 2,5,0,0,0,0,0
Kenny Layne,31,Mass Vengeance,Massachusetts 2,Tier 2,2,0,0,0,0,0
Levi Marden,8,Mass Vengeance,Massachusetts 2,Tier 2,3,0,0,0,0,0
Jordan Wilson,15,Mass Vengeance,Massachusetts 2,Tier 2,7,0,0,0,0,0
Geoff Blomdahl,88,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Matt Goff,5,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Blake Biren,34,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Jimmy Smith,19,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Tyler Wright,47,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Billy  Callahan,77,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Connor  Callahan,16,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Steve Giannone,,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Jimmy Dix,11,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
John Etling,33,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Joel Thompson,22,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Jake Shourds,,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Mike Neill,2,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Brendan Keller,23,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Robby Mangini,72,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Kye Levy,6,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Danny Smith,4,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Josh Magner,44,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Tyler Thompson,21,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Jack  Berry,20,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Chris Buchman,29,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Trevor Smith,,Mays Landing Mavericks,New Jersey,Tier 1,0,0,0,0,0,0
Nick Santa Maria,71,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,1.5,0
Danny Tibbrine,39,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,0,0
Nolan Harring,8,Mays Landing Mojo,South Jersey 2,Tier 2,0,0,0,0,0,0
Nick Harring,12,Mays Landing Mojo,South Jersey 2,Tier 2,0,0,0,0,0,0
Mikey Liberty,10,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,0,0
Jake Bolden,19,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,0,0
Conor Ogborn,47,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,1.5,0
Sean Lynch,28,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,0,0
Louie Parks,87,Mays Landing Mojo,South Jersey 2,Tier 2,0,0,0,0,0,0
Dylan Lorenzini,89,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,0,0
Brian Gradziel,42,Mays Landing Mojo,South Jersey 2,Tier 2,0,0,0,0,0,0
Nate Harring,14,Mays Landing Mojo,South Jersey 2,Tier 2,0,0,0,0,0,0
Trevor Smith,11,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,0,0
Joey Lynch,90,Mays Landing Mojo,South Jersey 2,Tier 2,1,0,0,0,1.5,0
Owen Haugan,48,Mays Landing Mojo,South Jersey 2,Tier 2,0,0,0,0,0,0
Nick Renze,58,Mays Landing Mojo,South Jersey 2,Tier 2,0,0,0,0,0,0
Brennan Zimmerman,97,McKeesport Magic,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Jeff Perkoski,2,McKeesport Magic,Pittsburgh 2,Tier 2,2,0,0,0,0,0
Jared Yesko,86,McKeesport Magic,Pittsburgh 2,Tier 2,4,0,0,0,0,0
Justin  Evans,13,McKeesport Magic,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Vinny  Clark,8,McKeesport Magic,Pittsburgh 2,Tier 2,3,0,0,0,0,0
Jeff Trojan,35,McKeesport Magic,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Kaleb  Lester,22,McKeesport Magic,Pittsburgh 2,Tier 2,2,0,0,0,0,0
Andy Miller,,McKeesport Magic,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Joel Trenker,23,McKeesport Magic,Pittsburgh 2,Tier 2,3,0,0,0,0,0
Justin  Miller,21,McKeesport Magic,Pittsburgh 2,Tier 2,3,0,0,0,0,0
Jason Shank,,McKeesport Magic,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Casey  Brennan,19,McKeesport Magic,Pittsburgh 2,Tier 2,4,0,0,0,1.5,0
Brandon  Gazzo,91,McKeesport Magic,Pittsburgh 2,Tier 2,4,0,0,0,1.5,0
Ricky Matassa,0,McKeesport Magic,Pittsburgh 2,Tier 2,3,0,0,0,1.5,0
Dave Kwolek,30,McKeesport Magic,Pittsburgh 2,Tier 2,2,0,0,0,0,0
Jeremy Maybaum,42,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Kyle Hilliard,21,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Andrew Klarsfeld,22,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Jay Yaghnam,89,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Christopher Horowitz,6,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Alex Callons,0,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Ian Gordon,7,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Eric Zimmer,3,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Sefcik Matej,13,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Brandon Cotroneo,24,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Damon Leeper,14,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Al Schanck,2,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Douglas Lupo,61,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Justin Howell,55,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Arthur VonWiegand,9,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Billy Osborn,27,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Zack Williams,88,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Chris Marcou,97,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Luke Ciocca,16,Mid Jersey Meltdown,North Jersey 2,Tier 2,0,0,0,0,0,0
Paul Roth,69,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Dave Hanly,15,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Austin Mattessich,92,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Michael Wright,25,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Rohan Ganta,29,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Steve Andre,32,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Alan Galisewski,30,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Frank Dente,91,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Jamie Lorimer,34,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Matthew Altomare,77,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Frank Facciponti,17,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Adrian Pinzon,9,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Matthew Halpin,9,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Nate Belliveau,19,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Thomas Altomare,38,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Dante Vietro,87,Mid Jersey Mutants,New Jersey,Tier 1,0,0,0,0,0,0
Jason  Knoop,12,Midwestern Mastodons,Indiana 3,Tier 3,0,0,0,0,0,0
Anthony  Collins,11,Midwestern Mastodons,Indiana 3,Tier 3,0,0,0,0,0,0
Alex Betz,27,Midwestern Mastodons,Indiana 3,Tier 3,2,0,0,0,0,0
Domenic  Ierovante,68,Midwestern Mastodons,Indiana 3,Tier 3,2,0,0,0,0,0
Jake  Bowling,3,Midwestern Mastodons,Indiana 3,Tier 3,2,0,0,0,0,0
Larry  Mitchell,19,Midwestern Mastodons,Indiana 3,Tier 3,2,0,0,0,0,0
Johan Londono,7,Midwestern Mastodons,Indiana 3,Tier 3,0,0,0,0,0,0
Logan  Hauer,50,Midwestern Mastodons,Indiana 3,Tier 3,0,0,0,0,0,0
Brett  Avery,9,Midwestern Mastodons,Indiana 3,Tier 3,2,0,0,0,0,0
Bobby Cloutier,8,Mill City Warriors,Massachusetts 2,Tier 2,6,0,0,0,0,0
Tyler Cunio,84,Mill City Warriors,Massachusetts 2,Tier 2,8,0,0,0,0,0
Cam Chagnon,13,Mill City Warriors,Massachusetts 2,Tier 2,7,0,0,0,0,0
Joe Gagnon,24,Mill City Warriors,Massachusetts 2,Tier 2,7,0,0,0,0,0
Austin Savard,93,Mill City Warriors,Massachusetts 2,Tier 2,8,0,0,0,0,0
Myke Dill,72,Mill City Warriors,Massachusetts 2,Tier 2,2,0,0,0,0,0
Shane  Morrow,35,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Jeff Golembiewski,68,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Jake Bender,12,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Ryan Wilson,10,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Adam McFetridge N/A,31,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Quentin Swartz,7,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Jon Devader,18,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Justin Day,4,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
"Paul ""Bubby"" Reiley",5,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Tayte Donovan,1,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Christian Reiley,93,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Karl  Weigand,89,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Kenny Eichner,23,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Reiley Wiant,11,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Carlo Tedesco,95,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Tom  Anielewski,21,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Don Holtz,17,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Shawn Najowicz,33,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Max Shrader,3,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Brandon  Petticord,1,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Sammy Treager,97,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Willie McKeen,85,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Curtis Szalkuski,2,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Caleb Horner,16,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Anthony Cieply,29,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Roman Kash,71,Mon Valley NightHawks,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Brandon Bigenho,4,Mon Valley Warbirds,Pittsburgh,Tier 1,0,0,0,0,0,0
Garrett Derienzo,16,Mon Valley Warbirds,Pittsburgh,Tier 1,0,0,0,0,0,0
Zach Balestrieri,39,Mon Valley Warbirds,Pittsburgh,Tier 1,0,0,0,0,0,0
Connor Stutz,13,Mon Valley Warbirds,Pittsburgh,Tier 1,0,0,0,0,0,0
